iid,match,goal,round,gender,age,field_cd,imprace,imprelig,date,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,match_es,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr,sinc,intel,fun,amb,shar,norm_match,norm_match_es,career_c:Lawyer,career_c:Academic/Research,career_c:Psychologist,career_c:Doctor/Medicine,career_c:Engineer,career_c:Creative Arts/Entertainment,career_c:Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/Admin,career_c:Real Estate,career_c:International/Humanitarian Affairs,career_c:Undecided,career_c:Social Work,career_c:Speech Pathology,career_c:Politics,career_c:Pro sports/Athletics,career_c:Other,career_c:Architecture,country/continent:Africa,country/continent:Asia,country/continent:Australia,country/continent:Canada,country/continent:Central America,country/continent:Europe,country/continent:North America,country/continent:Siberia,country/continent:South America,country/continent:USA,race:Black/African American,race:European/Caucasian-American,race:Latino/Hispanic American,race:Asian/Pacific Islander/Asian-American,race:Other
254,0,2.0,21,0,22.0,7.0,8.0,3.0,6.0,2.0,8.0,2.0,6.0,10.0,9.0,9.0,8.0,1.0,7.0,9.0,8.0,9.0,9.0,7.0,7.0,7.0,8.0,6.0,2.0,8.0,7.0,10.0,8.0,8.0,25.0,7.0,25.0,25.0,8.0,10.0,6.0,5.571428571428571,5.857142857142857,4.428571428571429,5.238095238095238,2.9523809523809526,0.0,0.09523809523809523,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
255,0,1.0,21,0,26.0,10.0,3.0,1.0,7.0,3.0,6.0,8.0,9.0,6.0,6.0,6.0,4.0,2.0,5.0,6.0,4.0,7.0,7.0,8.0,8.0,9.0,1.0,6.0,0.0,6.0,8.0,7.0,6.0,6.0,16.67,16.67,16.67,16.67,16.67,16.67,5.857142857142857,6.190476190476191,6.333333333333333,5.9523809523809526,6.238095238095238,5.666666666666667,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
256,3,2.0,21,0,24.0,4.0,6.0,5.0,6.0,4.0,5.0,3.0,6.0,7.0,6.0,5.0,6.0,5.0,5.0,5.0,8.0,6.0,8.0,8.0,8.0,9.0,3.0,6.0,2.0,6.0,9.0,8.0,6.0,6.0,15.0,25.0,20.0,20.0,10.0,10.0,6.095238095238095,6.476190476190476,6.523809523809524,5.476190476190476,5.857142857142857,5.190476190476191,0.14285714285714285,0.09523809523809523,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
257,0,2.0,21,0,24.0,9.0,5.0,6.0,5.0,1.0,7.0,1.0,6.0,9.0,10.0,10.0,10.0,3.0,4.0,10.0,2.0,5.0,10.0,10.0,10.0,4.0,10.0,3.0,0.0,7.0,9.0,9.0,7.0,10.0,22.0,14.0,30.0,10.0,14.0,10.0,4.571428571428571,6.095238095238095,6.904761904761905,6.190476190476191,7.0,4.904761904761905,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
258,7,1.0,21,0,25.0,9.0,1.0,10.0,6.0,1.0,9.0,6.0,7.0,7.0,8.0,3.0,10.0,4.0,1.0,10.0,3.0,8.0,5.0,2.0,6.0,6.0,2.0,6.0,5.0,6.0,10.0,9.0,8.0,5.0,7.0,35.0,20.0,20.0,5.0,13.0,6.0,7.095238095238095,8.523809523809524,5.190476190476191,5.2105263157894735,4.857142857142857,0.3333333333333333,0.23809523809523808,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
259,1,2.0,21,0,25.0,10.0,2.0,2.0,7.0,1.0,8.0,3.0,7.0,8.0,7.0,7.0,4.0,2.0,7.0,8.0,6.0,7.0,7.0,5.0,7.0,5.0,6.0,5.0,2.0,7.0,9.0,8.0,8.0,9.0,15.0,18.0,19.0,19.0,17.0,12.0,6.428571428571429,6.619047619047619,8.047619047619047,5.9523809523809526,6.5,4.095238095238095,0.047619047619047616,0.09523809523809523,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
260,6,2.0,21,0,27.0,10.0,4.0,4.0,7.0,3.0,9.0,6.0,7.0,9.0,5.0,5.0,6.0,2.0,3.0,9.0,6.0,7.0,7.0,9.0,9.0,5.0,3.0,6.0,4.0,6.0,9.0,9.0,7.0,6.0,19.0,20.0,19.0,14.0,13.0,15.0,6.428571428571429,7.714285714285714,7.619047619047619,7.095238095238095,7.523809523809524,5.266666666666667,0.2857142857142857,0.19047619047619047,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
261,5,1.0,21,0,26.0,10.0,1.0,4.0,7.0,2.0,6.0,4.0,3.0,9.0,9.0,8.0,3.0,5.0,8.0,9.0,2.0,9.0,9.0,9.0,9.0,4.0,6.0,3.0,4.0,5.0,8.0,7.0,7.0,8.0,15.0,20.0,20.0,20.0,15.0,10.0,5.761904761904762,6.857142857142857,7.333333333333333,6.666666666666667,6.571428571428571,5.428571428571429,0.23809523809523808,0.19047619047619047,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
262,0,6.0,21,0,29.0,3.0,1.0,10.0,6.0,3.0,9.0,9.0,8.0,7.0,7.0,3.0,7.0,1.0,3.0,10.0,4.0,1.0,7.0,5.0,8.0,1.0,1.0,1.0,1.0,6.0,10.0,9.0,5.0,3.0,10.0,40.0,20.0,20.0,0.0,10.0,7.190476190476191,7.761904761904762,8.0,7.095238095238095,7.0476190476190474,5.380952380952381,0.0,0.047619047619047616,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
263,6,1.0,21,0,26.0,3.0,9.0,10.0,6.0,2.0,1.0,1.0,1.0,5.0,7.0,7.0,7.0,1.0,3.0,9.0,4.0,7.0,7.0,7.0,8.0,9.0,6.0,1.0,2.0,8.0,8.0,8.0,8.0,5.0,20.0,20.0,20.0,10.0,20.0,10.0,6.85,9.0,8.75,7.85,8.25,4.6,0.2857142857142857,0.09523809523809523,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
264,4,1.0,21,0,26.0,6.0,1.0,3.0,6.0,2.0,7.0,1.0,7.0,5.0,7.0,8.0,6.0,1.0,5.0,9.0,7.0,4.0,8.0,2.0,6.0,2.0,1.0,3.0,2.0,8.0,7.0,9.0,8.0,5.0,15.0,15.0,25.0,20.0,5.0,20.0,5.0476190476190474,6.523809523809524,6.9523809523809526,5.904761904761905,6.238095238095238,5.285714285714286,0.19047619047619047,0.09523809523809523,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
265,1,4.0,21,0,32.0,1.0,3.0,3.0,5.0,2.0,2.0,9.0,8.0,8.0,7.0,8.0,2.0,1.0,2.0,10.0,6.0,7.0,10.0,8.0,9.0,2.0,1.0,3.0,0.0,7.0,9.0,10.0,7.0,10.0,15.0,5.0,45.0,10.0,15.0,10.0,6.7,6.6,7.55,4.6,6.15,4.1,0.047619047619047616,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
266,4,2.0,21,0,28.0,16.0,2.0,2.0,7.0,3.0,5.0,4.0,5.0,4.0,7.0,8.0,8.0,1.0,6.0,5.0,1.0,4.0,10.0,6.0,7.0,2.0,6.0,4.0,4.0,8.0,8.0,7.0,7.0,4.0,25.0,20.0,20.0,25.0,0.0,10.0,4.666666666666667,6.428571428571429,7.238095238095238,4.714285714285714,5.166666666666667,2.230769230769231,0.19047619047619047,0.19047619047619047,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
267,0,1.0,21,0,26.0,10.0,2.0,2.0,3.0,3.0,4.0,8.0,5.0,9.0,7.0,6.0,4.0,7.0,8.0,3.0,9.0,5.0,9.0,4.0,9.0,10.0,2.0,4.0,0.0,7.0,6.0,7.0,5.0,7.0,20.0,30.0,10.0,15.0,10.0,15.0,4.333333333333333,5.9523809523809526,6.142857142857143,5.190476190476191,6.0476190476190474,5.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
268,10,5.0,21,0,24.0,4.0,1.0,1.0,6.0,1.0,8.0,6.0,6.0,5.0,4.0,3.0,6.0,5.0,5.0,8.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,9.0,9.0,9.0,8.0,9.0,30.0,20.0,20.0,10.0,15.0,5.0,6.738095238095238,7.380952380952381,7.904761904761905,6.571428571428571,7.625,6.529411764705882,0.47619047619047616,0.23809523809523808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
269,6,2.0,21,0,24.0,7.0,4.0,5.0,6.0,2.0,4.0,1.0,8.0,8.0,8.0,10.0,7.0,3.0,1.0,10.0,3.0,6.0,6.0,6.0,9.0,4.0,2.0,6.0,1.0,8.0,8.0,8.0,6.0,7.0,20.0,10.0,30.0,15.0,15.0,10.0,6.809523809523809,7.761904761904762,7.9523809523809526,6.523809523809524,8.095238095238095,4.904761904761905,0.2857142857142857,0.047619047619047616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
270,5,2.0,21,0,23.0,10.0,2.0,4.0,5.0,1.0,8.0,4.0,6.0,9.0,8.0,7.0,8.0,4.0,6.0,9.0,2.0,7.0,5.0,6.0,7.0,6.0,4.0,5.0,6.0,5.0,4.0,8.0,7.0,6.0,16.0,16.0,19.0,17.0,14.0,18.0,5.333333333333333,6.190476190476191,6.428571428571429,5.190476190476191,5.666666666666667,5.428571428571429,0.23809523809523808,0.2857142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
271,2,2.0,21,0,23.0,11.0,10.0,9.0,4.0,1.0,8.0,7.0,10.0,9.0,10.0,10.0,5.0,5.0,6.0,7.0,7.0,9.0,9.0,9.0,8.0,9.0,5.0,8.0,2.0,9.0,10.0,9.0,10.0,10.0,10.0,15.0,40.0,15.0,10.0,10.0,5.238095238095238,5.476190476190476,6.095238095238095,5.0,4.9523809523809526,5.238095238095238,0.09523809523809523,0.09523809523809523,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
272,0,2.0,21,0,25.0,11.0,10.0,10.0,4.0,1.0,6.0,7.0,10.0,10.0,9.0,8.0,7.0,6.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,8.0,8.0,2.0,9.0,10.0,9.0,10.0,10.0,25.0,20.0,25.0,25.0,5.0,0.0,5.142857142857143,5.571428571428571,7.857142857142857,6.238095238095238,7.428571428571429,5.9523809523809526,0.0,0.09523809523809523,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
273,1,2.0,21,1,29.0,10.0,8.0,4.0,5.0,2.0,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,8.0,3.0,2.0,5.0,2.0,7.0,10.0,7.0,5.0,7.0,30.0,25.0,18.0,18.0,4.0,5.0,5.666666666666667,7.142857142857143,7.476190476190476,6.285714285714286,6.714285714285714,5.380952380952381,0.047619047619047616,0.09523809523809523,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
274,6,3.0,21,1,24.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,6.0,4.0,7.0,7.0,9.0,10.0,9.0,30.0,10.0,20.0,20.0,10.0,10.0,5.571428571428571,6.095238095238095,7.0476190476190474,6.0,6.761904761904762,5.85,0.2857142857142857,0.19047619047619047,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
275,1,2.0,21,1,21.0,5.0,1.0,1.0,4.0,3.0,9.0,1.0,10.0,6.0,7.0,7.0,4.0,6.0,5.0,10.0,1.0,9.0,7.0,7.0,9.0,5.0,9.0,6.0,8.0,10.0,7.0,10.0,6.0,10.0,25.0,10.0,25.0,5.0,10.0,25.0,6.15,6.0,7.05,5.5,6.2,6.7,0.047619047619047616,0.38095238095238093,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
276,5,2.0,21,1,26.0,10.0,7.0,3.0,4.0,1.0,6.0,2.0,8.0,9.0,8.0,9.0,2.0,3.0,6.0,9.0,1.0,4.0,7.0,6.0,7.0,2.0,2.0,4.0,9.0,7.0,6.0,10.0,7.0,8.0,24.0,16.0,28.0,14.0,8.0,10.0,6.666666666666667,7.571428571428571,7.0,6.238095238095238,6.0476190476190474,6.190476190476191,0.23809523809523808,0.42857142857142855,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
277,5,1.0,21,1,25.0,10.0,1.0,1.0,7.0,5.0,10.0,6.0,10.0,5.0,8.0,8.0,10.0,5.0,3.0,8.0,2.0,7.0,8.0,6.0,6.0,1.0,2.0,5.0,2.0,4.0,8.0,8.0,8.0,5.0,60.0,20.0,0.0,20.0,0.0,0.0,6.523809523809524,7.0476190476190474,6.9523809523809526,6.761904761904762,7.2,5.0,0.23809523809523808,0.09523809523809523,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
278,0,1.0,21,1,32.0,5.0,1.0,1.0,3.0,1.0,8.0,1.0,5.0,9.0,9.0,9.0,9.0,5.0,8.0,9.0,5.0,7.0,9.0,9.0,9.0,5.0,1.0,8.0,3.0,8.0,8.0,8.0,8.0,8.0,25.0,15.0,20.0,25.0,10.0,5.0,6.0,6.0,6.714285714285714,5.809523809523809,6.619047619047619,3.2941176470588234,0.0,0.14285714285714285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
279,5,3.0,21,1,25.0,10.0,7.0,1.0,4.0,2.0,7.0,1.0,6.0,5.0,2.0,3.0,5.0,3.0,4.0,9.0,6.0,3.0,8.0,1.0,2.0,1.0,1.0,7.0,4.0,8.0,9.0,10.0,6.0,7.0,27.0,15.0,28.0,10.0,10.0,10.0,6.928571428571429,6.9523809523809526,7.9523809523809526,6.285714285714286,6.523809523809524,4.380952380952381,0.23809523809523808,0.19047619047619047,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
280,5,3.0,21,1,25.0,10.0,2.0,1.0,6.0,2.0,8.0,1.0,5.0,5.0,6.0,5.0,5.0,4.0,2.0,10.0,2.0,7.0,10.0,7.0,8.0,2.0,2.0,5.0,1.0,5.0,9.0,8.0,5.0,6.0,25.0,20.0,30.0,15.0,5.0,5.0,6.095238095238095,6.9523809523809526,7.333333333333333,6.428571428571429,6.619047619047619,5.619047619047619,0.23809523809523808,0.047619047619047616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
281,2,6.0,21,1,27.0,3.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,4.0,7.0,5.0,8.0,1.0,2.0,6.0,2.0,6.0,8.0,7.0,5.0,3.0,9.0,2.0,3.0,7.0,8.0,8.0,6.0,5.0,20.0,20.0,20.0,15.0,5.0,20.0,6.285714285714286,6.714285714285714,7.333333333333333,5.380952380952381,6.428571428571429,4.714285714285714,0.09523809523809523,0.14285714285714285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
282,7,1.0,21,1,23.0,5.0,1.0,1.0,4.0,3.0,10.0,10.0,10.0,5.0,4.0,4.0,4.0,7.0,8.0,9.0,5.0,7.0,7.0,7.0,10.0,5.0,1.0,5.0,10.0,7.0,9.0,7.0,9.0,10.0,25.0,15.0,20.0,20.0,10.0,10.0,7.666666666666667,7.6,7.714285714285714,7.142857142857143,7.5,6.833333333333333,0.3333333333333333,0.47619047619047616,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
283,2,1.0,21,1,27.0,5.0,1.0,1.0,4.0,2.0,9.0,6.0,6.0,6.0,4.0,4.0,8.0,6.0,6.0,8.0,1.0,5.0,3.0,3.0,7.0,2.0,7.0,5.0,1.0,9.0,9.0,9.0,9.0,9.0,50.0,10.0,10.0,10.0,10.0,10.0,8.19047619047619,8.047619047619047,8.285714285714286,8.238095238095237,8.428571428571429,8.047619047619047,0.09523809523809523,0.047619047619047616,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
284,1,1.0,21,1,27.0,8.0,1.0,5.0,5.0,2.0,9.0,2.0,5.0,7.0,7.0,9.0,8.0,1.0,5.0,9.0,5.0,5.0,9.0,8.0,9.0,8.0,5.0,7.0,2.0,7.0,6.0,8.0,7.0,7.0,25.0,20.0,25.0,20.0,10.0,0.0,5.666666666666667,6.333333333333333,7.0,5.761904761904762,5.5,6.5,0.047619047619047616,0.09523809523809523,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
285,2,4.0,21,1,24.0,5.0,1.0,1.0,6.0,6.0,5.0,7.0,6.0,10.0,9.0,10.0,9.0,14.0,5.0,9.0,7.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,8.0,10.0,10.0,10.0,8.0,20.0,20.0,25.0,25.0,5.0,5.0,6.666666666666667,6.666666666666667,6.666666666666667,6.619047619047619,6.571428571428571,6.571428571428571,0.09523809523809523,0.23809523809523808,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
286,0,1.0,21,1,22.0,2.0,4.0,7.0,6.0,3.0,7.0,3.0,4.0,3.0,8.0,7.0,9.0,9.0,4.0,8.0,6.0,8.0,7.0,8.0,6.0,3.0,8.0,7.0,3.0,3.0,6.0,7.0,6.0,7.0,10.0,15.0,25.0,15.0,15.0,20.0,7.333333333333333,7.25,8.05,7.25,7.875,7.444444444444445,0.0,0.14285714285714285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
287,0,1.0,21,1,22.0,13.0,1.0,1.0,7.0,3.0,2.0,1.0,5.0,7.0,2.0,2.0,9.0,6.0,4.0,10.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,10.0,7.0,5.0,10.0,35.0,40.0,5.0,5.0,7.0,8.0,7.0476190476190474,7.333333333333333,7.0476190476190474,6.666666666666667,5.857142857142857,6.882352941176471,0.0,0.42857142857142855,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
288,4,1.0,21,1,27.0,3.0,3.0,5.0,6.0,3.0,9.0,5.0,3.0,8.0,5.0,5.0,6.0,4.0,4.0,9.0,2.0,6.0,7.0,5.0,7.0,2.0,2.0,5.0,1.0,5.0,8.0,8.0,7.0,7.0,20.0,20.0,15.0,25.0,10.0,10.0,4.619047619047619,5.761904761904762,5.380952380952381,4.904761904761905,4.809523809523809,4.666666666666667,0.19047619047619047,0.047619047619047616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
289,5,1.0,21,1,28.0,8.0,1.0,2.0,4.0,1.0,10.0,6.0,1.0,7.0,3.0,6.0,10.0,5.0,3.0,10.0,6.0,5.0,7.0,6.0,8.0,2.0,1.0,7.0,2.0,4.0,9.0,8.0,10.0,8.0,20.0,30.0,10.0,20.0,0.0,20.0,6.095238095238095,6.142857142857143,6.571428571428571,5.142857142857143,5.476190476190476,4.428571428571429,0.23809523809523808,0.09523809523809523,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
290,2,2.0,21,1,34.0,10.0,2.0,6.0,5.0,2.0,7.0,1.0,8.0,7.0,7.0,4.0,3.0,2.0,1.0,10.0,1.0,3.0,5.0,9.0,10.0,2.0,5.0,5.0,2.0,5.0,4.0,10.0,5.0,9.0,30.0,10.0,30.0,10.0,5.0,15.0,4.809523809523809,6.0476190476190474,6.904761904761905,5.714285714285714,5.761904761904762,5.0476190476190474,0.09523809523809523,0.09523809523809523,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
291,5,1.0,21,1,27.0,10.0,5.0,5.0,3.0,2.0,9.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0,7.0,5.0,6.0,7.0,5.0,8.0,5.0,5.0,6.0,5.0,6.0,9.0,9.0,7.0,9.0,20.0,20.0,15.0,15.0,12.0,18.0,5.761904761904762,8.476190476190476,7.904761904761905,6.904761904761905,6.238095238095238,6.428571428571429,0.23809523809523808,0.23809523809523808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
292,4,1.0,21,1,28.0,13.0,7.0,1.0,2.0,1.0,10.0,5.0,8.0,8.0,7.0,5.0,10.0,7.0,9.0,7.0,4.0,7.0,9.0,5.0,10.0,1.0,1.0,6.0,6.0,8.0,10.0,10.0,8.0,10.0,20.0,18.0,20.0,17.0,10.0,15.0,6.333333333333333,9.619047619047619,7.761904761904762,5.619047619047619,6.238095238095238,4.809523809523809,0.19047619047619047,0.2857142857142857,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
293,2,2.0,21,1,28.0,8.0,3.0,7.0,5.0,2.0,6.0,9.0,7.0,10.0,8.0,7.0,6.0,6.0,8.0,9.0,6.0,9.0,9.0,8.0,8.0,6.0,4.0,6.0,3.0,7.0,10.0,9.0,9.0,9.0,23.0,18.0,21.0,18.0,10.0,10.0,5.761904761904762,6.904761904761905,6.904761904761905,6.0476190476190474,5.571428571428571,5.1,0.09523809523809523,0.14285714285714285,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
294,1,1.0,14,0,30.0,9.0,1.0,1.0,6.0,2.0,7.0,8.0,4.0,9.0,10.0,10.0,1.0,1.0,7.0,10.0,3.0,10.0,9.0,7.0,8.0,8.0,5.0,6.0,1.0,9.0,10.0,9.0,7.0,7.0,20.0,20.0,35.0,5.0,10.0,10.0,5.214285714285714,7.714285714285714,7.428571428571429,6.285714285714286,7.285714285714286,5.857142857142857,0.07142857142857142,0.07142857142857142,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
295,0,2.0,14,0,30.0,9.0,5.0,7.0,6.0,1.0,7.0,8.0,8.0,5.0,7.0,5.0,3.0,1.0,2.0,10.0,7.0,10.0,10.0,8.0,8.0,5.0,8.0,6.0,2.0,7.0,10.0,8.0,8.0,8.0,10.0,18.0,20.0,16.0,16.0,20.0,5.857142857142857,7.785714285714286,8.375,6.785714285714286,6.666666666666667,8.0,0.0,0.14285714285714285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
296,3,1.0,14,0,28.0,9.0,10.0,10.0,4.0,2.0,4.0,5.0,2.0,8.0,8.0,7.0,6.0,5.0,9.0,9.0,9.0,8.0,7.0,8.0,10.0,9.0,7.0,3.0,4.0,8.0,9.0,10.0,6.0,9.0,15.0,20.0,35.0,15.0,5.0,10.0,6.642857142857143,6.785714285714286,7.0,5.785714285714286,5.071428571428571,5.571428571428571,0.21428571428571427,0.2857142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
297,4,2.0,14,0,21.0,9.0,9.0,8.0,2.0,1.0,5.0,2.0,8.0,8.0,10.0,10.0,3.0,3.0,5.0,10.0,8.0,10.0,10.0,8.0,8.0,8.0,6.0,7.0,9.0,8.0,10.0,8.0,9.0,9.0,25.0,25.0,15.0,15.0,10.0,10.0,5.0,7.571428571428571,7.571428571428571,6.785714285714286,8.428571428571429,7.214285714285714,0.2857142857142857,0.6428571428571429,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
298,0,2.0,14,0,22.0,6.0,7.0,1.0,6.0,2.0,3.0,1.0,3.0,5.0,10.0,10.0,3.0,1.0,4.0,10.0,5.0,10.0,10.0,10.0,10.0,9.0,7.0,1.0,3.0,7.0,10.0,10.0,9.0,10.0,10.0,30.0,20.0,10.0,15.0,15.0,7.285714285714286,7.857142857142857,8.071428571428571,7.071428571428571,7.714285714285714,6.642857142857143,0.0,0.21428571428571427,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
299,1,2.0,14,0,24.0,11.0,1.0,1.0,6.0,2.0,7.0,1.0,7.0,8.0,9.0,8.0,9.0,4.0,9.0,9.0,6.0,7.0,9.0,7.0,9.0,5.0,4.0,5.0,2.0,6.0,9.0,8.0,9.0,9.0,10.0,40.0,10.0,20.0,10.0,10.0,7.785714285714286,8.571428571428571,8.857142857142858,8.0,8.071428571428571,6.642857142857143,0.07142857142857142,0.14285714285714285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
300,2,2.0,14,0,35.0,3.0,1.0,1.0,6.0,2.0,8.0,2.0,8.0,9.0,10.0,10.0,7.0,2.0,5.0,8.0,2.0,10.0,8.0,8.0,10.0,4.0,2.0,9.0,6.0,8.0,9.0,9.0,9.0,10.0,15.0,20.0,25.0,15.0,15.0,10.0,7.714285714285714,9.5,9.714285714285714,8.785714285714286,8.642857142857142,7.785714285714286,0.14285714285714285,0.42857142857142855,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
301,2,2.0,14,0,34.0,9.0,3.0,8.0,4.0,1.0,5.0,3.0,9.0,10.0,7.0,8.0,5.0,1.0,5.0,9.0,5.0,9.0,10.0,9.0,9.0,5.0,9.0,2.0,4.0,9.0,9.0,9.0,8.0,8.0,20.0,20.0,20.0,20.0,10.0,10.0,5.785714285714286,6.785714285714286,8.214285714285714,5.357142857142857,7.785714285714286,4.785714285714286,0.14285714285714285,0.2857142857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
